prov,city,city_id,year,turnover_commercial,size_commercial,turnover_housing,size_housing,hp_commercial,hp_housing,CPI_ly,cpi2013,hp_housing_deflate,hp_housing_minus,hp_housing_deflate_minus,rhp,rhp_deflate,lhp,lhp_deflate,province1,province2,province3,province4,province5,province6,province7,province8,province9,province10,province11,province12,province13,province14,province15,province16,province17,province18,province19,province20,province21,province22,province23,province24,province25,province26,province27,province28,province29,province30,province31,detail_fact,renewal,detail_plan,renewal_plan,lnrenewal,city_id2,pop_city_hk,pop_city_cz,pop_prov_cz,pop_prov_hk,detail_shiji_prov,棚改量,renewal_prov,detail_plan_prov,renewal_plan_prov,pop_r_hk,pop_r_cz,r_hk_lag,r_cz_lag,instrument1,instrument2,linstru2,capital,lpop_hk,lpop_cz,largecity,nearport,agdp,gdp,gdp_deflate,agdp_deflate,lgdp_deflate,lagdp_deflate,agdp_deflate1,size,price,landp,city_id3,landp_lag,landp_deflate,lnlandp_deflate,lnlandp,interestr,interestr_deflate,pop_city2000,pop_prov2000,pop_r2000,instrument3,renewal_r,lnrenewal_lag,export_us,exchange,export_rmb,export_share,east,renewal_east,instru2_east,lnrenewal_plan,positive,renewal_pos,instru2_pos,d_lhp_deflate,renewal_group,city_obs_count
江苏省,无锡市,139.0,2016.0,11080300.0,1276.4141,,1168.4279,8680.804,8680.8037109375,102.3,106.32796019999999,8164.1777,7866.207,7568.2163,0.10355648,0.0787453,9.06887,9.007511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,实施棚户区（危旧房、城中村）改造127万平方米，整治提升旧住宅区1104万平方米,,推进棚户区(危旧房)改造30万平方米，,,,129.0,486.2,651.999886732079,7999.0,7775.6618,开工棚户区(危旧房)和城中村改造27.4万套、基本建成27.5万套。,,27.4,新开工城镇棚户区、城中村改造25万套，基本建成20万套,25.0,0.06252844,0.08151017,0.06231219,0.08156122,1.5578047,2.0390306,0.71247447,0,6.18662,6.4800444,1,0.132468910884542,141258.0,9210.02,8661.898,132851.23,9.0666895,11.796986,13.285124,2065.307539000001,3931748.9830000005,1.9037112,164.0,0.66502666,1.7904145,0.5824471,0.64380527,4.75,4.4673104,434.61,7327.0,0.05931623,1.4829057,,,4290999.0,6.6401,28492662.0,30936590.0,1.0,,0.71247447,,0.0,,0.0,0.075798035,high,5
江苏省,无锡市,139.0,2017.0,12539300.0,1182.0872,,1036.6467,10607.763,10607.7626953125,101.7,108.1355355234,9809.691,8680.804,8164.1777,0.22197933,0.2015529,9.269341,9.191126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市区完成65万平方米棚户区和217万平方米旧住宅区整治改造任务。拆除违法建设77万平方米，完成26条主要道路包装出新和116个背街小巷综合治理,,,,,129.0,493.05,654.1012781103381,8029.3,7794.1876,五年累计完成棚户区改造107.9万套,,25.8,新开工棚户区改造25.8万套，基本建成18万套,25.8,0.06325868,0.0814643,0.06252844,0.08151017,1.6132337,2.1029625,0.74334705,0,6.2006106,6.483262,1,0.132468910884542,160706.0,10511.8,9720.949,148615.34,9.182038,11.909117,14.861534,2145.311769999999,4159482.4773999983,1.9388709,164.0,1.9037112,1.7930007,0.58389056,0.6621058,4.75,4.3926353,434.61,7327.0,0.05931623,1.5303587,,,4951890.0,6.7547,33448532.0,31819986.0,1.0,,0.74334705,,0.0,,0.0,0.18361473,high,5
江苏省,无锡市,139.0,2018.0,15757000.0,1367.85,14562700.0,1246.02,11519.538,11687.37259434038,102.3,110.62265284043819,10565.081,10607.763,9809.691,0.10177546,0.077004425,9.366264,9.265309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,完成棚户区改造51.3万平方米,,,,,129.0,497.2056,656.3734435072015,8050.7,7831.8552,全年新开工棚户区（危旧房）改造25.62万套，基本建成保障性住房24.24万套（户）,,25.62,加快棚户区改造，新开工棚改21.5万套，基本建成17万套，,21.5,0.063485034,0.08152998,0.06325868,0.0814643,1.3600615,1.7514824,0.5604625,0,6.2090034,6.48673,1,0.132468910884542,174270.0,11438.62,10340.215,157535.55,9.243796,11.967406,15.753554,3273.179748,6026919.520099999,1.8413042,164.0,1.9388709,1.664491,0.5095194,0.6104741,4.75,4.2938766,434.61,7327.0,0.05931623,1.275299,,,5678124.0,6.6118,37542620.0,32820934.0,1.0,,0.5604625,,0.0,,0.0,0.074183464,high,5
山东省,日照市,141.0,2014.0,727802.0,147.2376,639926.0,133.0005,4943.0444,4811.455596031595,101.9,101.9,4721.7427,5048.4766,5048.4766,-0.046949007,-0.064719304,8.478755,8.459933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,131.0,293.92,286.0492169704757,9789.43,9747.096,,,,,,0.030154623,0.029220212,0.030184034,0.029202534,,,,0,5.6833076,5.6561637,0,0.483096328154611,56348.45,1611.843,1581.7891,55297.793,7.366312,10.920488,5.5297794,1121.1093279999966,608269.0575,0.54256,165.0,0.8883223,0.5324436,-0.63027835,-0.61145663,6.33,6.2119727,276.06,8998.0,0.030680152,,,,478865.0,6.1424,2941380.5,18248554.0,1.0,,,,0.0,,,,high,5
山东省,日照市,141.0,2015.0,728449.0,147.7499,654512.0,136.5699,4930.284,4792.50552281286,101.2,103.12280000000001,4647.3774,4811.4556,4721.7427,-0.0039385264,-0.01574953,8.474809,8.444058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,131.0,295.95,287.5236620203063,9847.16,9821.7271,,,46.6,开工建设和购买保障性住房53.7万套，其中，公共租赁住房6.1万套，棚户区改造46.6万套,46.6,0.030132174,0.02919864,0.030154623,0.029220212,1.4052055,1.3616619,0.30870596,0,5.6901903,5.661305,0,0.483096328154611,58110.0,1670.8,1620.2042,56350.293,7.3903074,10.9393425,5.6350293,1370.2799019999995,744341.7646000001,0.5432042,165.0,0.54256,0.5267547,-0.64102036,-0.61026996,5.31,5.149201,276.06,8998.0,0.030680152,1.429695,,,413386.0,6.2272,2574237.2,15407214.0,1.0,,0.30870596,,0.0,,0.0,-0.015874863,high,5
山东省,日照市,141.0,2016.0,1053050.0,209.7116,1013143.0,202.5176,5021.42,5002.740502553853,102.1,105.2883788,4751.465,4792.5054,4647.3774,0.04386748,0.022397019,8.517741,8.466208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.6897,拆迁房屋26761 户，建设棚改安置房26897套,2.6897,0.98942965,131.0,299.72,289.05976875090204,9947.0,9921.4433,棚户区改造53万套，货币化安置率达到55.9%,,48.0,制定城中村改造规划，拓展棚改范围，改造完成棚户区48万户.。同时，将棚改纳入政府购买服务指导目录，提高货币化安置比重。,48.0,0.030209314,0.029059995,0.030132174,0.02919864,1.4463444,1.4015347,0.33756784,0,5.702849,5.6666336,0,0.483096328154611,62357.0,1802.49,1711.9553,59224.96,7.4453917,10.989099,5.9224963,872.4604580000006,633513.3173999999,0.7261227,165.0,0.5432042,0.6896513,-0.37156916,-0.3200363,4.75,4.5114193,276.06,8998.0,0.030680152,1.4726473,0.009304996,,422266.0,6.6401,2803888.5,15555640.0,1.0,0.98942965,0.33756784,0.98942965,0.0,0.0,0.0,0.02215004,high,5
山东省,日照市,141.0,2017.0,1452388.0,254.5722,1303702.0,238.1834,5705.2104,5473.521664398107,101.5,106.86770448200001,5121.7734,5002.7407,4751.465,0.0941046,0.077935666,8.607677,8.541256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,拆迁城中村112个，整治老旧小区55个，建设棚改安置房57224套,5.7224,建设棚改安置房5.7万套。,5.7,1.7443883,131.0,303.68,317.61952947128765,10005.83,10008.6792,棚户区改造基本建成64.7万套,,76.0,开工棚户区改造76万套，进一步提高货币化安置比例,76.0,0.030341666,0.03174345,0.030209314,0.029059995,2.295908,2.2085595,0.7923405,0,5.7159743,5.7608542,0,0.483096328154611,63248.0,2008.88,1879.7821,59183.457,7.5389113,10.988398,5.918346,1187.5853299999994,886665.0080000001,0.74661165,165.0,0.7261227,0.6986317,-0.35863155,-0.2922101,4.75,4.444748,276.06,8998.0,0.030680152,2.3316915,0.018016525,0.98942965,515034.78,6.7547,3478905.5,17317638.0,1.0,1.7443883,0.7923405,1.7404661,0.0,0.0,0.0,0.07504749,high,5
山东省,日照市,141.0,2018.0,1937611.0,267.7739,1817956.0,252.8031,7235.9966,7191.19346242194,102.5,109.53939709405,6564.938,5473.5215,5121.7734,0.3138148,0.28177047,8.880612,8.789498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,开工建设棚改安置房8.6万套，开工率100%,8.6,改造城中村66个、房屋1.78万处，开工建设棚改安置房8.6万套,8.6,2.1517622,131.0,306.65,318.8685528945006,10047.2,,棚户区改造新开工85.2万套、基本建成45万套,,85.2,开工改造棚户区84.3万套,84.3,,0.031737056,0.030341666,0.03174345,2.5578024,2.6759727,0.98431295,0,5.725707,5.764779,0,0.483096328154611,69062.0,2202.17,2010.3909,63047.637,7.6060843,11.051646,6.304764,2632.917264999999,1722416.613000001,0.6541856,165.0,0.74661165,0.5972149,-0.5154783,-0.42436418,4.75,4.3363395,276.06,8998.0,0.030680152,2.5863369,0.02697036,1.7443883,615482.7841,6.6118,4069449.0,18479268.0,1.0,2.1517622,0.98431295,2.1517622,0.0,0.0,0.0,0.24824238,high,5
云南省,昆明市,142.0,2014.0,8232000.0,1289.369,,,6384.5186,6384.5185546875,102.4,102.4,6234.8813,5615.104,5615.104,0.13702588,0.11037682,8.761631,8.737915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,132.0,550.5,660.2514403584892,4713.9,4641.8751,,,,,,0.11859432,0.14006479,0.11876195,0.13988937,,,,1,6.310827,6.492621,1,1.29005225998632,56236.0,3712.99,3625.9668,54917.97,8.195876,10.913596,5.491797,3213.1554990000054,2296304.687299998,0.7146572,166.0,1.9659684,0.6979074,-0.35966888,-0.3359523,6.33,6.1816406,480.94,4241.0,0.1134025,,,,1160800.0,6.1424,7130098.0,19203116.0,0.0,,,,0.0,,,,high,5
云南省,昆明市,142.0,2015.0,9648000.0,1305.0282,,,7392.944,7392.94384765625,101.9,104.34560000000002,7085.0557,6384.5186,6234.8813,0.15794852,0.13635774,8.908281,8.865743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基本建成保障性住房、棚户区改造住房3.3万套,,新建保障性住房、棚户区改造住房2.1万套，基本建成2万套,,,132.0,555.57,665.1485181708463,4741.8,4647.2107,,,,推进保障安居工程建设、棚户区改造，建成18.5万套城镇保障房,,0.11954913,0.14027342,0.11859432,0.14006479,,,,1,6.3199944,6.5000105,1,1.29005225998632,59656.0,3968.01,3802.7573,57171.555,8.243482,10.953812,5.7171555,3680.5157450000015,1244858.5432000004,0.33822936,166.0,0.7146572,0.32414338,-1.1265693,-1.084031,5.31,5.0888586,480.94,4241.0,0.1134025,,,,945400.0,6.2272,5887195.0,14836644.0,0.0,,,,0.0,,,0.12782764,high,5
云南省,昆明市,142.0,2016.0,10692000.0,1520.8717,,,7030.1787,7030.1787109375,101.5,105.91078400000002,6637.831,7392.944,7085.0557,-0.049069107,-0.06312224,8.857967,8.800541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,新开工城镇保障性住房、棚户区改造住房1万套，基本建成2万套。,,,132.0,560.0,670.1907671207258,4771.0,4688.2523,棚改货币化安置比例达48.5%。,,,,,0.1194475,0.14047176,0.11954913,0.14027342,,,,1,6.3279366,6.507562,1,1.29005225998632,64162.0,4300.078,4060.0945,60581.176,8.308962,11.01174,6.0581174,2496.0358370000013,2246862.5971000013,0.9001724,166.0,0.33822936,0.84993464,-0.16259582,-0.10516896,4.75,4.4849067,480.94,4241.0,0.1134025,,,,413300.0,6.6401,2744353.2,6382101.0,0.0,,,,0.0,,,-0.06520176,high,5
云南省,昆明市,142.0,2017.0,,1827.25,,,,,100.9,106.86398105600003,,7030.1787,6637.831,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,拆除违法违规建筑1108万平方米，完成82个“三旧”项目改造,,,,,132.0,563.0,675.5545573387478,4800.5,4734.7978,,,10.0,新开工棚改10万套以上，抓好配套建设，提高入住率,10.0,0.11890687,0.14072588,0.1194475,0.14047176,1.1944749,1.4047176,0.33983627,1,6.3332796,6.515534,1,1.29005225998632,71906.0,4857.6426,4545.6313,67287.41,8.421922,11.116729,6.7287407,1811.628713999999,2674170.8603000036,1.4761142,166.0,0.9001724,1.3813019,0.32302645,0.38941306,4.75,4.444903,480.94,4241.0,0.1134025,1.134025,,,294300.0,6.7547,1987908.2,4092331.2,0.0,,0.0,,0.0,,0.0,,high,5
云南省,昆明市,142.0,2018.0,19999000.0,1909.72,15854100.0,1430.17,10472.216,11085.465364257396,101.6,108.57380475289602,10210.073,,,,,9.31339,9.23113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,完成棚户区改造8000套（户）,0.8,,,-0.22314355,132.0,571.66,681.6471258198384,4829.5,,棚改项目开工 13.9 万套，基本建成城镇保障性安居工程 9.5万套,,13.9,新开工棚改10万套以上,10.0,,0.14114238,0.11890687,0.14072588,1.1890687,1.4072587,0.34164366,1,6.3485446,6.5245123,1,1.29005225998632,76387.0,5206.8979,4795.722,70354.91,8.475479,11.161307,7.0354905,8944.812988999991,7231403.9984999895,0.80844665,166.0,1.4761142,0.7446056,-0.2949006,-0.2126406,4.75,4.374904,480.94,4241.0,0.1134025,1.134025,0.0011736278,,382200.0,6.6118,2527030.0,4853235.0,0.0,0.0,0.0,,0.0,0.0,0.0,,high,5
云南省,昭通市,144.0,2014.0,,89.76,,,,,102.4,102.4,,2955.0562,2955.0562,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,实施城市棚户区改造1.56万户,1.56,,,0.44468582,134.0,594.4,536.4663461538462,4713.9,4641.8751,,,,,,0.1280517,0.113805205,0.12738457,0.113491364,,,,0,6.3875523,6.2850037,0,1.2889263595921099,12480.0,669.51,653.81836,12187.5,6.4828296,9.408166,1.21875,1721.88214,154430.54150000002,0.08968706,168.0,0.45803812,0.08758502,-2.4351454,-2.411429,6.33,6.1816406,,,,,0.0029079178,,6200.0,6.1424,38082.88,568817.2,0.0,0.0,,,0.0,0.0,,,middle,5
云南省,昭通市,144.0,2015.0,,,,,,,101.9,104.34560000000002,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.122,实施城市棚户区改造11220户,1.122,0.115112804,134.0,599.3,540.8719554096358,4741.8,4647.2107,,,,推进保障安居工程建设、棚户区改造，建成18.5万套城镇保障房,,0.12895907,0.11406469,0.1280517,0.113805205,,,,0,6.3957624,6.2931824,0,1.2889263595921099,13097.0,708.38,678.87866,12551.56,6.5204425,9.4376,1.2551559,607.016903000001,34248.71010000003,0.056421343,168.0,0.08968706,0.05407161,-2.9174461,-2.8749077,5.31,5.0888586,,,,,0.0020744281,0.44468582,700.0,6.2272,4359.04,61535.336,0.0,0.0,,0.115112804,0.0,0.0,,,middle,5
云南省,昭通市,144.0,2016.0,,126.23,,107.49,,,101.5,105.91078400000002,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.5,加大住房保障力度，完成城市棚户区改造1.5万户,1.5,0.4054651,134.0,609.0,545.2492877492878,4771.0,4688.2523,棚改货币化安置比例达48.5%。,,,,,0.12989916,0.11428407,0.12895907,0.11406469,,,,0,6.4118185,6.3012433,0,1.2889263595921099,14040.0,765.53,722.80646,13256.44,6.5831413,9.492239,1.325644,4510.889632999998,145949.4294,0.032354914,168.0,0.056421343,0.030549215,-3.4884162,-3.4309893,4.75,4.4849067,,,,,0.0027510352,0.115112804,600.0,6.6401,3984.06,52043.16,0.0,0.0,,0.4054651,0.0,0.0,,,middle,5
云南省,昭通市,144.0,2017.0,,169.24,,,,,100.9,106.86398105600003,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,实施棚户区改造2.31万户,2.31,,,0.83724755,134.0,,550.5985845624712,4800.5,4734.7978,,,10.0,新开工棚改10万套以上，抓好配套建设，提高入住率,10.0,,0.11469609,0.12989916,0.11428407,1.2989916,1.1428406,0.13351694,0,,6.311006,0,1.2889263595921099,15119.0,832.45,778.9809,14147.892,6.6579866,9.557321,1.4147892,1613.0913029999997,84476.42290000006,0.052369274,168.0,0.032354914,0.049005542,-3.015822,-2.9494352,4.75,4.444903,,,,,0.004195434,0.4054651,500.0,6.7547,3377.35,40571.207,0.0,0.0,0.0,,0.0,0.0,0.0,,middle,5
云南省,昭通市,144.0,2018.0,807900.0,171.01,,,4724.285,4724.28515625,101.6,108.57380475289602,4351.22,,,,,8.460471,8.378212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,134.0,,556.414586851817,4829.5,,棚改项目开工 13.9 万套，基本建成城镇保障性安居工程 9.5万套,,13.9,新开工棚改10万套以上,10.0,,0.115211636,,0.11469609,,1.146961,0.1371158,0,,6.3215137,0,1.2889263595921099,15987.0,889.54,819.2952,14724.546,6.7084446,9.597271,1.4724545,9455.380410999993,454500.72389999917,0.048067946,168.0,0.052369274,0.04427214,-3.1173997,-3.0351398,4.75,4.374904,,,,,,0.83724755,1200.0,6.6118,7934.16,89193.97,0.0,,0.0,,0.0,,0.0,,middle,5
山西省,晋中市,145.0,2014.0,571567.0,136.9156,491333.0,123.6626,4174.5938,3973.173780916785,101.7,101.7,3906.7588,3783.223,3783.223,0.050208747,0.03265361,8.28732,8.270463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"城市面貌进一步改观,城区坚持“新区连片大开发、旧区提质大突破”的思路,攻克了一批群众期盼亟需解决的难事,4大片区、5个棚户区、14个城中村启动改造,征拆面积31万平方米,一批安置小区主体接近完工",,,,,135.0,330.5,331.259685364691,3647.96,3522.1786,,,,,,0.09383397,0.09080683,0.093751274,0.09080157,,,,0,5.8006067,5.8029027,0,0.518747673676886,31465.0,1042.3086,1024.8855,30939.037,6.9323363,10.339774,3.0939038,905.4733519999992,434265.75809999986,0.47960082,169.0,0.13668069,0.4715839,-0.75165826,-0.7348012,6.33,6.224189,302.28,3248.0,0.093066506,,,,18824.0,6.1424,115624.54,1109312.0,0.0,,,,0.0,,,,high,5
山西省,晋中市,145.0,2015.0,572486.0,134.7166,523107.0,126.5776,4249.558,4132.698044519725,100.6,102.31020000000001,4039.3804,3973.1738,3906.7588,0.040150326,0.033946704,8.326686,8.303846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"加快5个片区、16个棚户区及20个城中村改造,力争三年内完成城中村改造",,,135.0,329.66,332.80000000447933,3664.12,3498.0301,,,,今年要加快推进棚户区和城中村改造，加大公租房建设力度，稳步推进共有产权住房建设，新开工城镇保障性住房25万套、建成18万套。,,0.09424161,0.09082672,0.09383397,0.09080683,,,,0,5.798062,5.807542,0,0.518747673676886,31433.759014,1046.1155,1022.49384,30723.975,6.93,10.332799,3.0723975,560.7473170000003,269170.9669,0.48002186,169.0,0.47960082,0.4691828,-0.75676286,-0.7339236,5.31,5.1900983,302.28,3248.0,0.093066506,,,,19317.0,6.2272,120290.82,1149880.9,0.0,,,,0.0,,,0.03338337,high,5
山西省,晋中市,145.0,2016.0,621586.0,150.4911,541844.0,139.8005,4130.384,3875.837353943655,101.1,103.4356122,3747.1016,4132.698,4039.3804,-0.062153313,-0.072357334,8.262517,8.228738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,135.0,332.47,334.2229063284936,3682.0,3522.1257,,,,加大棚户区改造货币化安置力度,,0.0943947,0.09077211,0.09424161,0.09082672,,,,0,5.8065495,5.811808,0,0.518747673676886,32646.0,1091.1041,1054.863,31561.664,6.9611664,10.359698,3.1561663,935.8623419999999,532364.8011999998,0.5688495,169.0,0.48002186,0.5499552,-0.59791845,-0.56413937,4.75,4.592229,302.28,3248.0,0.093066506,,,,18180.0,6.6401,120717.016,1106374.9,0.0,,,,0.0,,,-0.07510853,high,5
山西省,晋中市,145.0,2017.0,711389.0,159.7686,652906.0,149.3481,4452.621,4371.706101383279,101.1,104.5734039342,4180.514,3875.8374,3747.1016,0.12793846,0.11566609,8.382909,8.338189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,135.0,332.29,335.71701416104924,3702.35,3702.3518,,,,,,0.08975106,0.09067674,0.0943947,0.09077211,,,,0,5.806008,5.8162684,0,0.518747673676886,38274.0,1284.9233,1228.7286,36600.13,7.113735,10.507807,3.660013,1249.7356,833587.6297999995,0.66701114,169.0,0.5688495,0.63784015,-0.44966757,-0.40494853,4.75,4.542264,302.28,3248.0,0.093066506,,,,21249.0,6.7547,143530.62,1117036.5,0.0,,,,0.0,,,0.109451294,high,5
山西省,晋中市,145.0,2018.0,1167588.0,197.2424,1128744.0,192.6905,5919.559,5857.808246903714,101.8,106.45572520501561,5502.577,4371.706,4180.514,0.33993644,0.31624413,8.67553,8.612972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,135.0,,337.3572593800979,3718.34,,,,12.52,棚户区住房改造12.52万套,12.52,,0.09072792,0.08975106,0.09067674,1.1236832,1.1352727,0.12687293,0,,5.8211427,0,0.518747673676886,42910.0,1447.6,1359.8141,40307.836,7.215103,10.604301,4.0307837,1003.5926699999995,1263769.4204,1.2592454,169.0,0.66701114,1.1828818,0.16795368,0.23051265,4.75,4.461949,302.28,3248.0,0.093066506,1.1651926,,,833086.7999999999,6.6118,5508203.5,38050590.0,0.0,,0.0,,0.0,,0.0,0.27478313,high,5
山西省,晋城市,146.0,2014.0,340809.0,75.3987,291839.0,67.5654,4520.0913,4319.35576493294,101.7,101.7,4247.1543,4210.4834,4210.4834,0.02585745,0.008709427,8.370862,8.354005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,136.0,218.9,230.4757499356105,3647.96,3522.1786,,,,,,0.062149033,0.06317935,0.062207732,0.06325981,,,,0,5.388615,5.4401455,0,0.6277531073853599,44944.578043,1035.863533,1018.5482,44193.293,6.9261336,10.696328,4.419329,763.953924,410671.0351999999,0.5375599,170.0,0.37422547,0.52857417,-0.63757217,-0.620715,6.33,6.224189,210.26,3248.0,0.06473522,,,,28899.0,6.1424,177509.22,1713635.1,0.0,,,,0.0,,,,low,5
山西省,晋城市,146.0,2015.0,623455.0,152.4349,611177.0,148.6707,4089.9753,4110.944523702384,100.6,102.31020000000001,4018.118,4319.356,4247.1543,-0.048250582,-0.05392702,8.321408,8.298569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,136.0,219.44,231.19615000117017,3664.12,3498.0301,,,,今年要加快推进棚户区和城中村改造，加大公租房建设力度，稳步推进共有产权住房建设，新开工城镇保障性住房25万套、建成18万套。,,0.06273245,0.06309732,0.062149033,0.06317935,,,,0,5.391079,5.4432664,0,0.6277531073853599,44993.815857,1040.2397,1016.75073,43977.84,6.9243674,10.691442,4.3977838,1760.4102779999994,125409.5388,0.071238816,170.0,0.5375599,0.06963022,-2.6645565,-2.6417174,5.31,5.1900983,210.26,3248.0,0.06473522,,,,28832.0,6.2272,179542.62,1725973.6,0.0,,,,0.0,,,-0.055436134,low,5
山西省,晋城市,146.0,2016.0,602788.0,130.562,581767.0,126.7851,4616.8716,4588.607020856552,101.1,103.4356122,4436.1963,4110.9443,4018.118,0.11619294,0.104048304,8.431332,8.3975525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,农村危房改造达到2370户，新开工城市棚户区改造6045套,0.6045,,,-0.5033536,136.0,220.39,231.79174994135278,3682.0,3522.1257,,,,加大棚户区改造货币化安置力度,,0.06257301,0.062952675,0.06273245,0.06309732,,,,0,5.3953986,5.4458394,0,0.6277531073853599,45270.836096,1049.340632,1014.4868,43767.164,6.922138,10.686639,4.3767166,662.3220730000003,119221.07330000002,0.18000469,170.0,0.071238816,0.17402583,-1.7485515,-1.7147723,4.75,4.592229,210.26,3248.0,0.06473522,,0.0026079444,,16500.0,6.6401,109561.65,1044099.94,0.0,0.0,,,0.0,0.0,,0.098983765,low,5
山西省,晋城市,146.0,2017.0,655714.0,140.2678,623361.0,134.8399,4674.7295,4622.971390515715,101.1,104.5734039342,4420.7905,4588.607,4436.1963,0.007489083,-0.0034727412,8.438793,8.3940735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新开工棚改安置房1853套，基本建成2045套,0.1853,新开工建设棚户区改造801套，年内建成1500套,0.0801,-1.6857791,136.0,220.51,232.69459413583365,3702.35,3702.3518,,,,,,0.05955944,0.06285051,0.06257301,0.062952675,,,,0,5.395943,5.449727,0,0.6277531073853599,49487.0,1151.535738,1101.1746,47322.74,7.0041327,10.764746,4.732274,314.0080170000004,150190.9313,0.47830287,170.0,0.18000469,0.45738482,-0.7822302,-0.73751116,4.75,4.542264,210.26,3248.0,0.06473522,,0.00079632277,-0.5033536,18576.0,6.7547,125475.305,1089634.5,0.0,0.0,,-2.5244794,0.0,0.0,,-0.003479004,low,5
山西省,晋城市,146.0,2018.0,459036.0,88.4841,410779.0,80.7807,5187.7793,5085.11315202765,101.8,106.45572520501561,4776.7397,4622.971,4420.7905,0.09996644,0.0805171,8.534073,8.471514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新开工棚改住房6873套，基本建成2330套。,0.6873,认真落实新三年棚改攻坚计划，新开工建设各类棚户区住房6764套，其中城区4673套,0.6764,-0.3749844,136.0,,233.80722599837424,3718.34,,,,12.52,棚户区住房改造12.52万套,12.52,,0.062879466,0.05955944,0.06285051,0.74568415,0.7868884,-0.23966882,0,,5.454497,0,0.6277531073853599,57819.0,1351.85,1269.8706,54312.72,7.1466703,10.9025135,5.431272,311.4363200000001,260319.84240000002,0.8358686,170.0,0.47830287,0.78517956,-0.24184285,-0.17928386,4.75,4.461949,210.26,3248.0,0.06473522,0.81048495,0.0029396012,-1.6857791,19056.837774887324,6.6118,126000.0,932056.06,0.0,0.0,0.0,-0.39097065,0.0,0.0,0.0,0.07744026,low,5
